fiscal_year,year,month,JURISDICTION,trade,inspection_count
2019,2018,Jul,Sedalia,Building,4
2019,2018,Jul,Sedalia,Electrical,4
2019,2018,Jul,Stokesdale,Building,114
2019,2018,Jul,Stokesdale,Electrical,65
2019,2018,Jul,Stokesdale,Other,27
2019,2018,Jul,Stokesdale,Plumbing/Mechanical/Gas,84
2019,2018,Jul,Summerfield,Building,137
2019,2018,Jul,Summerfield,Electrical,112
2019,2018,Jul,Summerfield,Other,16
2019,2018,Jul,Summerfield,Plumbing/Mechanical/Gas,147
2019,2018,Aug,Guilford County,Building,895
2019,2018,Aug,Guilford County,Electrical,587
2019,2018,Aug,Guilford County,Other,472
2019,2018,Aug,Guilford County,Plumbing/Mechanical/Gas,861
2019,2018,Aug,Jamestown,Building,70
2019,2018,Aug,Jamestown,Electrical,84
2019,2018,Aug,Jamestown,Other,50
2019,2018,Aug,Jamestown,Plumbing/Mechanical/Gas,81
2019,2018,Aug,Oak Ridge,Building,80
2019,2018,Aug,Oak Ridge,Electrical,83
2019,2018,Aug,Oak Ridge,Other,47
2019,2018,Aug,Oak Ridge,Plumbing/Mechanical/Gas,124
2019,2018,Aug,Pleasant Garden,Building,28
2019,2018,Aug,Pleasant Garden,Electrical,20
2019,2018,Aug,Pleasant Garden,Plumbing/Mechanical/Gas,14
2019,2018,Aug,PTIA,Building,1
2019,2018,Aug,PTIA,Electrical,3
2019,2018,Aug,Sedalia,Electrical,2
2019,2018,Aug,Sedalia,Plumbing/Mechanical/Gas,5
2019,2018,Aug,Stokesdale,Building,119
2019,2018,Aug,Stokesdale,Electrical,80
2019,2018,Aug,Stokesdale,Other,34
2019,2018,Aug,Stokesdale,Plumbing/Mechanical/Gas,99
2019,2018,Aug,Summerfield,Building,116
2019,2018,Aug,Summerfield,Electrical,112
2019,2018,Aug,Summerfield,Other,24
2019,2018,Aug,Summerfield,Plumbing/Mechanical/Gas,110
2019,2018,Aug,Whitsett,Building,1
2019,2018,Aug,Whitsett,Electrical,3
2019,2018,Aug,Whitsett,Plumbing/Mechanical/Gas,5
2019,2018,Sep,Greensboro,Other,2
2019,2018,Sep,Guilford County,Building,508
2019,2018,Sep,Guilford County,Electrical,481
2019,2018,Sep,Guilford County,Other,420
2019,2018,Sep,Guilford County,Plumbing/Mechanical/Gas,639
2019,2018,Sep,Jamestown,Building,25
2019,2018,Sep,Jamestown,Electrical,50
2019,2018,Sep,Jamestown,Other,15
2019,2018,Sep,Jamestown,Plumbing/Mechanical/Gas,44
2019,2018,Sep,Oak Ridge,Building,98
2019,2018,Sep,Oak Ridge,Electrical,68
2019,2018,Sep,Oak Ridge,Other,35
2019,2018,Sep,Oak Ridge,Plumbing/Mechanical/Gas,98
2019,2018,Sep,Pleasant Garden,Building,17
2019,2018,Sep,Pleasant Garden,Electrical,12
2019,2018,Sep,Pleasant Garden,Plumbing/Mechanical/Gas,6
2019,2018,Sep,PTIA,Building,2
2019,2018,Sep,PTIA,Electrical,2
2019,2018,Sep,PTIA,Other,1
2019,2018,Sep,PTIA,Plumbing/Mechanical/Gas,2
2019,2018,Sep,Stokesdale,Building,86
2019,2018,Sep,Stokesdale,Electrical,71
2019,2018,Sep,Stokesdale,Other,39
2019,2018,Sep,Stokesdale,Plumbing/Mechanical/Gas,109
2019,2018,Sep,Summerfield,Building,96
2019,2018,Sep,Summerfield,Electrical,94
2019,2018,Sep,Summerfield,Other,27
2019,2018,Sep,Summerfield,Plumbing/Mechanical/Gas,128
2019,2018,Sep,Whitsett,Building,1
2019,2018,Sep,Whitsett,Electrical,1
2019,2018,Oct,Guilford County,Building,726
2019,2018,Oct,Guilford County,Electrical,678
2019,2018,Oct,Guilford County,Other,476
2019,2018,Oct,Guilford County,Plumbing/Mechanical/Gas,929
2019,2018,Oct,Jamestown,Building,42
2019,2018,Oct,Jamestown,Electrical,27
2019,2018,Oct,Jamestown,Other,9
2019,2018,Oct,Jamestown,Plumbing/Mechanical/Gas,48
2019,2018,Oct,Oak Ridge,Building,114
2019,2018,Oct,Oak Ridge,Electrical,93
2019,2018,Oct,Oak Ridge,Other,34
2019,2018,Oct,Oak Ridge,Plumbing/Mechanical/Gas,123
2019,2018,Oct,Pleasant Garden,Building,18
2019,2018,Oct,Pleasant Garden,Electrical,16
2019,2018,Oct,Pleasant Garden,Plumbing/Mechanical/Gas,20
2019,2018,Oct,PTIA,Building,6
2019,2018,Oct,PTIA,Electrical,6
2019,2018,Oct,PTIA,Other,2
2019,2018,Oct,PTIA,Plumbing/Mechanical/Gas,6
2019,2018,Oct,Sedalia,Building,5
2019,2018,Oct,Sedalia,Electrical,6
2019,2018,Oct,Sedalia,Plumbing/Mechanical/Gas,4
2019,2018,Oct,Stokesdale,Building,93
2019,2018,Oct,Stokesdale,Electrical,64
2019,2018,Oct,Stokesdale,Other,23
2019,2018,Oct,Stokesdale,Plumbing/Mechanical/Gas,91
2019,2018,Oct,Summerfield,Building,105
2019,2018,Oct,Summerfield,Electrical,76
2019,2018,Oct,Summerfield,Other,24
2019,2018,Oct,Summerfield,Plumbing/Mechanical/Gas,164
2019,2018,Oct,Whitsett,Other,2
2019,2018,Oct,Whitsett,Plumbing/Mechanical/Gas,4
2019,2018,Nov,Greensboro,Other,2
2019,2018,Nov,Guilford County,Building,658
2019,2018,Nov,Guilford County,Electrical,534
2019,2018,Nov,Guilford County,Other,355
2019,2018,Nov,Guilford County,Plumbing/Mechanical/Gas,683
2019,2018,Nov,Jamestown,Building,41
2019,2018,Nov,Jamestown,Electrical,32
2019,2018,Nov,Jamestown,Other,12
2019,2018,Nov,Jamestown,Plumbing/Mechanical/Gas,35
2019,2018,Nov,Oak Ridge,Building,91
2019,2018,Nov,Oak Ridge,Electrical,81
2019,2018,Nov,Oak Ridge,Other,34
2019,2018,Nov,Oak Ridge,Plumbing/Mechanical/Gas,94
2019,2018,Nov,Pleasant Garden,Building,19
2019,2018,Nov,Pleasant Garden,Electrical,14
2019,2018,Nov,Pleasant Garden,Plumbing/Mechanical/Gas,22
2019,2018,Nov,PTIA,Building,2
2019,2018,Nov,Sedalia,Building,2
2019,2018,Nov,Sedalia,Electrical,3
2019,2018,Nov,Sedalia,Plumbing/Mechanical/Gas,6
2019,2018,Nov,Stokesdale,Building,74
2019,2018,Nov,Stokesdale,Electrical,74
2019,2018,Nov,Stokesdale,Other,26
2019,2018,Nov,Stokesdale,Plumbing/Mechanical/Gas,127
2019,2018,Nov,Summerfield,Building,97
2019,2018,Nov,Summerfield,Electrical,95
2019,2018,Nov,Summerfield,Other,30
2019,2018,Nov,Summerfield,Plumbing/Mechanical/Gas,100
2019,2018,Nov,Whitsett,Electrical,1
2019,2018,Dec,Guilford County,Building,459
2019,2018,Dec,Guilford County,Electrical,459
2019,2018,Dec,Guilford County,Other,248
2019,2018,Dec,Guilford County,Plumbing/Mechanical/Gas,571
2019,2018,Dec,Jamestown,Building,33
2019,2018,Dec,Jamestown,Electrical,27
2019,2018,Dec,Jamestown,Other,10
2019,2018,Dec,Jamestown,Plumbing/Mechanical/Gas,37
2019,2018,Dec,Oak Ridge,Building,49
2019,2018,Dec,Oak Ridge,Electrical,56
2019,2018,Dec,Oak Ridge,Other,19
2019,2018,Dec,Oak Ridge,Plumbing/Mechanical/Gas,61
2019,2018,Dec,Pleasant Garden,Building,17
2019,2018,Dec,Pleasant Garden,Electrical,11
2019,2018,Dec,Pleasant Garden,Plumbing/Mechanical/Gas,5
2019,2018,Dec,PTIA,Electrical,2
2019,2018,Dec,PTIA,Plumbing/Mechanical/Gas,2
2019,2018,Dec,Sedalia,Building,3
2019,2018,Dec,Sedalia,Electrical,3
2019,2018,Dec,Sedalia,Plumbing/Mechanical/Gas,2
2019,2018,Dec,Stokesdale,Building,35
2019,2018,Dec,Stokesdale,Electrical,32
2019,2018,Dec,Stokesdale,Other,16
2019,2018,Dec,Stokesdale,Plumbing/Mechanical/Gas,62
2019,2018,Dec,Summerfield,Building,47
2019,2018,Dec,Summerfield,Electrical,43
2019,2018,Dec,Summerfield,Other,22
2019,2018,Dec,Summerfield,Plumbing/Mechanical/Gas,74
2019,2018,Dec,Whitsett,Electrical,2
2019,2018,Dec,Whitsett,Plumbing/Mechanical/Gas,4
2019,2019,Jan,Greensboro,Other,1
2019,2019,Jan,Guilford County,Building,591
2019,2019,Jan,Guilford County,Electrical,679
2019,2019,Jan,Guilford County,Other,443
2019,2019,Jan,Guilford County,Plumbing/Mechanical/Gas,949
2019,2019,Jan,Jamestown,Building,39
2019,2019,Jan,Jamestown,Electrical,48
2019,2019,Jan,Jamestown,Other,16
2019,2019,Jan,Jamestown,Plumbing/Mechanical/Gas,55
2019,2019,Jan,Oak Ridge,Building,102
2019,2019,Jan,Oak Ridge,Electrical,79
2019,2019,Jan,Oak Ridge,Other,32
2019,2019,Jan,Oak Ridge,Plumbing/Mechanical/Gas,118
2019,2019,Jan,Pleasant Garden,Building,24
2019,2019,Jan,Pleasant Garden,Electrical,10
2019,2019,Jan,Pleasant Garden,Other,1
2019,2019,Jan,Pleasant Garden,Plumbing/Mechanical/Gas,12
2019,2019,Jan,PTIA,Building,4
2019,2019,Jan,PTIA,Electrical,10
2019,2019,Jan,Sedalia,Building,1
2019,2019,Jan,Sedalia,Electrical,2
2019,2019,Jan,Stokesdale,Building,60
2019,2019,Jan,Stokesdale,Electrical,54
2019,2019,Jan,Stokesdale,Other,36
2019,2019,Jan,Stokesdale,Plumbing/Mechanical/Gas,50
2019,2019,Jan,Summerfield,Building,88
2019,2019,Jan,Summerfield,Electrical,88
2019,2019,Jan,Summerfield,Other,43
2019,2019,Jan,Summerfield,Plumbing/Mechanical/Gas,130
2019,2019,Jan,Whitsett,Building,1
2019,2019,Jan,Whitsett,Electrical,2
2019,2019,Jan,Whitsett,Plumbing/Mechanical/Gas,1
2019,2019,Feb,Guilford County,Building,512
2019,2019,Feb,Guilford County,Electrical,687
2019,2019,Feb,Guilford County,Other,439
2019,2019,Feb,Guilford County,Plumbing/Mechanical/Gas,887
2019,2019,Feb,Jamestown,Building,47
2019,2019,Feb,Jamestown,Electrical,36
2019,2019,Feb,Jamestown,Other,11
2019,2019,Feb,Jamestown,Plumbing/Mechanical/Gas,52
2019,2019,Feb,Oak Ridge,Building,89
2019,2019,Feb,Oak Ridge,Electrical,99
2019,2019,Feb,Oak Ridge,Other,22
2019,2019,Feb,Oak Ridge,Plumbing/Mechanical/Gas,104
2019,2019,Feb,Pleasant Garden,Building,13
2019,2019,Feb,Pleasant Garden,Electrical,24
2019,2019,Feb,Pleasant Garden,Other,2
2019,2019,Feb,Pleasant Garden,Plumbing/Mechanical/Gas,25
2019,2019,Feb,PTIA,Building,1
2019,2019,Feb,PTIA,Electrical,1
2019,2019,Feb,Sedalia,Building,11
2019,2019,Feb,Sedalia,Electrical,4
2019,2019,Feb,Sedalia,Plumbing/Mechanical/Gas,12
2019,2019,Feb,Stokesdale,Building,58
2019,2019,Feb,Stokesdale,Electrical,56
2019,2019,Feb,Stokesdale,Other,11
2019,2019,Feb,Stokesdale,Plumbing/Mechanical/Gas,107
2019,2019,Feb,Summerfield,Building,59
2019,2019,Feb,Summerfield,Electrical,114
2019,2019,Feb,Summerfield,Other,20
2019,2019,Feb,Summerfield,Plumbing/Mechanical/Gas,114
2019,2019,Feb,Whitsett,Building,2
2019,2019,Mar,Greensboro,Other,1
2019,2019,Mar,Guilford County,Building,567
2019,2019,Mar,Guilford County,Electrical,718
2019,2019,Mar,Guilford County,Other,455
2019,2019,Mar,Guilford County,Plumbing/Mechanical/Gas,944
2019,2019,Mar,Jamestown,Building,58
2019,2019,Mar,Jamestown,Electrical,59
2019,2019,Mar,Jamestown,Other,11
2019,2019,Mar,Jamestown,Plumbing/Mechanical/Gas,72
2019,2019,Mar,Oak Ridge,Building,100
2019,2019,Mar,Oak Ridge,Electrical,95
2019,2019,Mar,Oak Ridge,Other,43
2019,2019,Mar,Oak Ridge,Plumbing/Mechanical/Gas,111
2019,2019,Mar,Pleasant Garden,Building,12
2019,2019,Mar,Pleasant Garden,Electrical,22
2019,2019,Mar,Pleasant Garden,Other,5
2019,2019,Mar,Pleasant Garden,Plumbing/Mechanical/Gas,20
2019,2019,Mar,PTIA,Building,6
2019,2019,Mar,PTIA,Other,1
2019,2019,Mar,PTIA,Plumbing/Mechanical/Gas,1
2019,2019,Mar,Sedalia,Electrical,2
2019,2019,Mar,Sedalia,Plumbing/Mechanical/Gas,2
2019,2019,Mar,Stokesdale,Building,59
2019,2019,Mar,Stokesdale,Electrical,52
2019,2019,Mar,Stokesdale,Other,23
2019,2019,Mar,Stokesdale,Plumbing/Mechanical/Gas,68
2019,2019,Mar,Summerfield,Building,53
2019,2019,Mar,Summerfield,Electrical,72
2019,2019,Mar,Summerfield,Other,20
2019,2019,Mar,Summerfield,Plumbing/Mechanical/Gas,114
2019,2019,Mar,Whitsett,Building,1
2019,2019,Apr,Guilford County,Building,698
2019,2019,Apr,Guilford County,Electrical,742
2019,2019,Apr,Guilford County,Other,456
2019,2019,Apr,Guilford County,Plumbing/Mechanical/Gas,963
2019,2019,Apr,Jamestown,Building,84
2019,2019,Apr,Jamestown,Electrical,48
2019,2019,Apr,Jamestown,Other,12
2019,2019,Apr,Jamestown,Plumbing/Mechanical/Gas,61
2019,2019,Apr,Oak Ridge,Building,91
2019,2019,Apr,Oak Ridge,Electrical,101
2019,2019,Apr,Oak Ridge,Other,31
2019,2019,Apr,Oak Ridge,Plumbing/Mechanical/Gas,160
2019,2019,Apr,Pleasant Garden,Building,21
2019,2019,Apr,Pleasant Garden,Electrical,24
2019,2019,Apr,Pleasant Garden,Other,5
2019,2019,Apr,Pleasant Garden,Plumbing/Mechanical/Gas,29
2019,2019,Apr,PTIA,Building,1
2019,2019,Apr,PTIA,Electrical,2
2019,2019,Apr,PTIA,Plumbing/Mechanical/Gas,2
2019,2019,Apr,Sedalia,Electrical,7
2019,2019,Apr,Sedalia,Plumbing/Mechanical/Gas,2
2019,2019,Apr,Stokesdale,Building,84
2019,2019,Apr,Stokesdale,Electrical,65
2019,2019,Apr,Stokesdale,Other,25
2019,2019,Apr,Stokesdale,Plumbing/Mechanical/Gas,86
2019,2019,Apr,Summerfield,Building,78
2019,2019,Apr,Summerfield,Electrical,109
2019,2019,Apr,Summerfield,Other,27
2019,2019,Apr,Summerfield,Plumbing/Mechanical/Gas,104
2019,2019,Apr,Whitsett,Building,1
2019,2019,May,Guilford County,Building,842
2019,2019,May,Guilford County,Electrical,709
2019,2019,May,Guilford County,Other,563
2019,2019,May,Guilford County,Plumbing/Mechanical/Gas,991
2019,2019,May,Jamestown,Building,37
2019,2019,May,Jamestown,Electrical,38
2019,2019,May,Jamestown,Other,10
2019,2019,May,Jamestown,Plumbing/Mechanical/Gas,48
2019,2019,May,Oak Ridge,Building,109
2019,2019,May,Oak Ridge,Electrical,82
2019,2019,May,Oak Ridge,Other,28
2019,2019,May,Oak Ridge,Plumbing/Mechanical/Gas,126
2019,2019,May,Pleasant Garden,Building,33
2019,2019,May,Pleasant Garden,Electrical,33
2019,2019,May,Pleasant Garden,Other,4
2019,2019,May,Pleasant Garden,Plumbing/Mechanical/Gas,22
2019,2019,May,PTIA,Electrical,3
2019,2019,May,Sedalia,Building,12
2019,2019,May,Sedalia,Electrical,3
2019,2019,May,Sedalia,Plumbing/Mechanical/Gas,1
2019,2019,May,Stokesdale,Building,109
2019,2019,May,Stokesdale,Electrical,79
2019,2019,May,Stokesdale,Other,13
2019,2019,May,Stokesdale,Plumbing/Mechanical/Gas,112
2019,2019,May,Summerfield,Building,88
2019,2019,May,Summerfield,Electrical,120
2019,2019,May,Summerfield,Other,15
2019,2019,May,Summerfield,Plumbing/Mechanical/Gas,120
2019,2019,May,Whitsett,Building,1
2019,2019,May,Whitsett,Electrical,2
2019,2019,May,Whitsett,Plumbing/Mechanical/Gas,1
2020,2019,Jun,Guilford County,Building,575
2020,2019,Jun,Guilford County,Electrical,712
2020,2019,Jun,Guilford County,Other,495
2020,2019,Jun,Guilford County,Plumbing/Mechanical/Gas,1008
2020,2019,Jun,Jamestown,Building,39
2020,2019,Jun,Jamestown,Electrical,38
2020,2019,Jun,Jamestown,Other,16
2020,2019,Jun,Jamestown,Plumbing/Mechanical/Gas,91
2020,2019,Jun,Oak Ridge,Building,86
2020,2019,Jun,Oak Ridge,Electrical,88
2020,2019,Jun,Oak Ridge,Other,37
2020,2019,Jun,Oak Ridge,Plumbing/Mechanical/Gas,140
2020,2019,Jun,Pleasant Garden,Building,30
2020,2019,Jun,Pleasant Garden,Electrical,24
2020,2019,Jun,Pleasant Garden,Other,9
2020,2019,Jun,Pleasant Garden,Plumbing/Mechanical/Gas,11
2020,2019,Jun,PTIA,Building,1
2020,2019,Jun,PTIA,Other,1
2020,2019,Jun,PTIA,Plumbing/Mechanical/Gas,1
2020,2019,Jun,Sedalia,Building,5
2020,2019,Jun,Sedalia,Electrical,9
2020,2019,Jun,Sedalia,Other,1
2020,2019,Jun,Sedalia,Plumbing/Mechanical/Gas,18
2020,2019,Jun,Stokesdale,Building,88
2020,2019,Jun,Stokesdale,Electrical,67
2020,2019,Jun,Stokesdale,Other,21
2020,2019,Jun,Stokesdale,Plumbing/Mechanical/Gas,107
2020,2019,Jun,Summerfield,Building,67
2020,2019,Jun,Summerfield,Electrical,95
2020,2019,Jun,Summerfield,Other,11
2020,2019,Jun,Summerfield,Plumbing/Mechanical/Gas,92
2020,2019,Jun,Whitsett,Building,1
2020,2019,Jul,Guilford County,Building,682
2020,2019,Jul,Guilford County,Electrical,845
2020,2019,Jul,Guilford County,Other,473
2020,2019,Jul,Guilford County,Plumbing/Mechanical/Gas,996
2020,2019,Jul,Jamestown,Building,41
2020,2019,Jul,Jamestown,Electrical,65
2020,2019,Jul,Jamestown,Other,15
2020,2019,Jul,Jamestown,Plumbing/Mechanical/Gas,73
2020,2019,Jul,Oak Ridge,Building,125
2020,2019,Jul,Oak Ridge,Electrical,101
2020,2019,Jul,Oak Ridge,Other,25
2020,2019,Jul,Oak Ridge,Plumbing/Mechanical/Gas,148
2020,2019,Jul,Pleasant Garden,Building,30
2020,2019,Jul,Pleasant Garden,Electrical,22
2020,2019,Jul,Pleasant Garden,Other,5
2020,2019,Jul,Pleasant Garden,Plumbing/Mechanical/Gas,29
2020,2019,Jul,PTIA,Building,2
2020,2019,Jul,PTIA,Electrical,5
2020,2019,Jul,PTIA,Plumbing/Mechanical/Gas,2
2020,2019,Jul,Sedalia,Building,4
2020,2019,Jul,Sedalia,Electrical,3
2020,2019,Jul,Sedalia,Plumbing/Mechanical/Gas,8
2020,2019,Jul,Stokesdale,Building,96
2020,2019,Jul,Stokesdale,Electrical,98
2020,2019,Jul,Stokesdale,Other,23
2020,2019,Jul,Stokesdale,Plumbing/Mechanical/Gas,142
2020,2019,Jul,Summerfield,Building,105
2020,2019,Jul,Summerfield,Electrical,85
2020,2019,Jul,Summerfield,Other,18
2020,2019,Jul,Summerfield,Plumbing/Mechanical/Gas,122
2020,2019,Jul,Whitsett,Electrical,2
2020,2019,Aug,Guilford County,Building,586
2020,2019,Aug,Guilford County,Electrical,765
2020,2019,Aug,Guilford County,Other,585
2020,2019,Aug,Guilford County,Plumbing/Mechanical/Gas,961
2020,2019,Aug,Jamestown,Building,72
2020,2019,Aug,Jamestown,Electrical,66
2020,2019,Aug,Jamestown,Other,13
2020,2019,Aug,Jamestown,Plumbing/Mechanical/Gas,69
2020,2019,Aug,Oak Ridge,Building,131
2020,2019,Aug,Oak Ridge,Electrical,125
2020,2019,Aug,Oak Ridge,Other,38
2020,2019,Aug,Oak Ridge,Plumbing/Mechanical/Gas,179
2020,2019,Aug,Pleasant Garden,Building,29
2020,2019,Aug,Pleasant Garden,Electrical,15
2020,2019,Aug,Pleasant Garden,Other,3
2020,2019,Aug,Pleasant Garden,Plumbing/Mechanical/Gas,17
2020,2019,Aug,PTIA,Building,4
2020,2019,Aug,PTIA,Electrical,5
2020,2019,Aug,PTIA,Other,1
2020,2019,Aug,Sedalia,Building,4
2020,2019,Aug,Sedalia,Plumbing/Mechanical/Gas,2
2020,2019,Aug,Stokesdale,Building,115
2020,2019,Aug,Stokesdale,Electrical,97
2020,2019,Aug,Stokesdale,Other,22
2020,2019,Aug,Stokesdale,Plumbing/Mechanical/Gas,150
2020,2019,Aug,Summerfield,Building,87
2020,2019,Aug,Summerfield,Electrical,115
2020,2019,Aug,Summerfield,Other,25
2020,2019,Aug,Summerfield,Plumbing/Mechanical/Gas,133
2020,2019,Aug,Whitsett,Electrical,3
2020,2019,Aug,Whitsett,Plumbing/Mechanical/Gas,2
2020,2019,Sep,Greensboro,Other,1
2020,2019,Sep,Guilford County,Building,553
2020,2019,Sep,Guilford County,Electrical,667
2020,2019,Sep,Guilford County,Other,478
2020,2019,Sep,Guilford County,Plumbing/Mechanical/Gas,964
2020,2019,Sep,Jamestown,Building,35
2020,2019,Sep,Jamestown,Electrical,49
2020,2019,Sep,Jamestown,Other,13
2020,2019,Sep,Jamestown,Plumbing/Mechanical/Gas,78
2020,2019,Sep,Oak Ridge,Building,119
2020,2019,Sep,Oak Ridge,Electrical,111
2020,2019,Sep,Oak Ridge,Other,35
2020,2019,Sep,Oak Ridge,Plumbing/Mechanical/Gas,160
2020,2019,Sep,Pleasant Garden,Building,27
2020,2019,Sep,Pleasant Garden,Electrical,17
2020,2019,Sep,Pleasant Garden,Other,3
2020,2019,Sep,Pleasant Garden,Plumbing/Mechanical/Gas,13
2020,2019,Sep,PTIA,Building,1
2020,2019,Sep,PTIA,Electrical,3
2020,2019,Sep,Sedalia,Electrical,3
2020,2019,Sep,Sedalia,Plumbing/Mechanical/Gas,8
2020,2019,Sep,Stokesdale,Building,86
2020,2019,Sep,Stokesdale,Electrical,101
2020,2019,Sep,Stokesdale,Other,21
2020,2019,Sep,Stokesdale,Plumbing/Mechanical/Gas,101
2020,2019,Sep,Summerfield,Building,73
2020,2019,Sep,Summerfield,Electrical,86
2020,2019,Sep,Summerfield,Other,15
2020,2019,Sep,Summerfield,Plumbing/Mechanical/Gas,104
2020,2019,Sep,Whitsett,Electrical,5
2020,2019,Sep,Whitsett,Plumbing/Mechanical/Gas,5
2020,2019,Oct,Greensboro,Other,2
2020,2019,Oct,Guilford County,Building,540
2020,2019,Oct,Guilford County,Electrical,786
2020,2019,Oct,Guilford County,Other,391
2020,2019,Oct,Guilford County,Plumbing/Mechanical/Gas,969
2020,2019,Oct,Jamestown,Building,79
2020,2019,Oct,Jamestown,Electrical,44
2020,2019,Oct,Jamestown,Other,20
2020,2019,Oct,Jamestown,Plumbing/Mechanical/Gas,101
2020,2019,Oct,Oak Ridge,Building,124
2020,2019,Oct,Oak Ridge,Electrical,124
2020,2019,Oct,Oak Ridge,Other,31
2020,2019,Oct,Oak Ridge,Plumbing/Mechanical/Gas,180
2020,2019,Oct,Pleasant Garden,Building,39
2020,2019,Oct,Pleasant Garden,Electrical,19
2020,2019,Oct,Pleasant Garden,Other,10
2020,2019,Oct,Pleasant Garden,Plumbing/Mechanical/Gas,38
2020,2019,Oct,PTIA,Building,2
2020,2019,Oct,PTIA,Electrical,1
2020,2019,Oct,Sedalia,Building,6
2020,2019,Oct,Sedalia,Electrical,8
2020,2019,Oct,Sedalia,Plumbing/Mechanical/Gas,10
2020,2019,Oct,Stokesdale,Building,82
2020,2019,Oct,Stokesdale,Electrical,75
2020,2019,Oct,Stokesdale,Other,11
2020,2019,Oct,Stokesdale,Plumbing/Mechanical/Gas,136
2020,2019,Oct,Summerfield,Building,80
2020,2019,Oct,Summerfield,Electrical,92
2020,2019,Oct,Summerfield,Other,21
2020,2019,Oct,Summerfield,Plumbing/Mechanical/Gas,87
2020,2019,Oct,Whitsett,Electrical,2
2020,2019,Oct,Whitsett,Other,1
2020,2019,Oct,Whitsett,Plumbing/Mechanical/Gas,6
2020,2019,Nov,Greensboro,Other,3
2020,2019,Nov,Guilford County,Building,512
2020,2019,Nov,Guilford County,Electrical,633
2020,2019,Nov,Guilford County,Other,236
2020,2019,Nov,Guilford County,Plumbing/Mechanical/Gas,736
2020,2019,Nov,Jamestown,Building,36
2020,2019,Nov,Jamestown,Electrical,46
2020,2019,Nov,Jamestown,Other,5
2020,2019,Nov,Jamestown,Plumbing/Mechanical/Gas,72
2020,2019,Nov,Oak Ridge,Building,132
2020,2019,Nov,Oak Ridge,Electrical,95
2020,2019,Nov,Oak Ridge,Other,14
2020,2019,Nov,Oak Ridge,Plumbing/Mechanical/Gas,149
2020,2019,Nov,Pleasant Garden,Building,10
2020,2019,Nov,Pleasant Garden,Electrical,12
2020,2019,Nov,Pleasant Garden,Other,1
2020,2019,Nov,Pleasant Garden,Plumbing/Mechanical/Gas,16
2020,2019,Nov,Sedalia,Building,4
2020,2019,Nov,Sedalia,Electrical,7
2020,2019,Nov,Sedalia,Plumbing/Mechanical/Gas,4
2020,2019,Nov,Stokesdale,Building,71
2020,2019,Nov,Stokesdale,Electrical,67
2020,2019,Nov,Stokesdale,Other,10
2020,2019,Nov,Stokesdale,Plumbing/Mechanical/Gas,75
2020,2019,Nov,Summerfield,Building,78
2020,2019,Nov,Summerfield,Electrical,72
2020,2019,Nov,Summerfield,Other,14
2020,2019,Nov,Summerfield,Plumbing/Mechanical/Gas,101
2020,2019,Nov,Whitsett,Building,1
2020,2019,Nov,Whitsett,Electrical,3
2020,2019,Nov,Whitsett,Plumbing/Mechanical/Gas,3
